Name,Symbol
Kiniksa Pharmaceuticals Ltd. Class A Common Stock,KNSA
Kinsale Capital Group Inc. Common Stock,KNSL
Kinnate Biopharma Inc. Common Stock,KNTE
Knight-Swift Transportation Holdings Inc.,KNX
Coca-Cola Company (The) Common Stock,KO
Kodiak Sciences Inc Common Stock,KOD
Eastman Kodak Company Common New,KODK
Coca Cola Femsa S.A.B. de C.V.  American Depositary Shares each representing 10 Units (each Unit consists of 3 Series B Shares and 5 Series L Shares),KOF
Koppers Holdings Inc. Koppers Holdings Inc. Common Stock,KOP
Kopin Corporation Common Stock,KOPN
Corvus Gold Inc. Common Shares,KOR
KORE Group Holdings Inc. Common Stock,KORE
Kosmos Energy Ltd. Common Shares (DE),KOS
Koss Corporation Common Stock,KOSS
Katapult Holdings Inc. Common Stock,KPLT
Katapult Holdings Inc. Warrant,KPLTW
Kiora Pharmaceuticals Inc.  Common Stock,KPRX
Karyopharm Therapeutics Inc. Common Stock,KPTI
Kroger Company (The) Common Stock,KR
Kraton Corporation Common Stock,KRA
Kiromic BioPharma Inc. Common Stock,KRBP
Kilroy Realty Corporation Common Stock,KRC
KKR Real Estate Finance Trust Inc. Common Stock,KREF
KKR Real Estate Finance Trust Inc. 6.50% Series A Cumulative Redeemable Preferred Stock,KREF^A
Kite Realty Group Trust Common Stock,KRG
36Kr Holdings Inc. American Depositary Shares,KRKR
Repro Med Systems Inc. Common Stock,KRMD
Kernel Group Holdings Inc. Class A Ordinary Shares,KRNL
Kernel Group Holdings Inc. Units,KRNLU
Kernel Group Holdings Inc. Warrants,KRNLW
Kornit Digital Ltd. Ordinary Shares,KRNT
Kearny Financial Corp Common Stock,KRNY
Kronos Worldwide Inc Common Stock,KRO
Kronos Bio Inc. Common Stock,KRON
Keros Therapeutics Inc. Common Stock,KROS
Kimbell Royalty Partners Common Units Representing Limited Partner Interests,KRP
Karat Packaging Inc. Common Stock,KRT
Karuna Therapeutics Inc. Common Stock,KRTX
Kura Sushi USA Inc. Class A Common Stock,KRUS
Krystal Biotech Inc. Common Stock,KRYS
Kadem Sustainable Impact Corporation Class A common stock,KSI
Kadem Sustainable Impact Corporation Unit,KSICU
Kadem Sustainable Impact Corporation Warrant,KSICW
DWS Strategic Municipal Income Trust,KSM
Kaspien Holdings Inc. Common Stock,KSPN
Kohl's Corporation Common Stock,KSS
KT Corporation Common Stock,KT
Kontoor Brands Inc. Common Stock ,KTB
Key Tronic Corporation Common Stock,KTCC
DWS Municipal Income Trust,KTF
Structures Products Cp 8% CorTS Issued by Peco Energy Cap Tr II Preferred Stock,KTH
Structured Products Corp 8.205% CorTS 8.205% Corporate Backed Trust Securities (CorTS),KTN
Kratos Defense & Security Solutions Inc. Common Stock,KTOS
Kintara Therapeutics Inc. Common Stock,KTRA
Pasithea Therapeutics Corp. Common Stock,KTTA
Pasithea Therapeutics Corp. Warrant,KTTAW
Kuke Music Holding Limited American Depositary Shares each representing one Ordinary Share,KUKE
KULR Technology Group Inc. Common Stock,KULR
Kura Oncology Inc. Common Stock,KURA
KVH Industries Inc. Common Stock,KVHI
Khosla Ventures Acquisition Co. Class A Common Stock,KVSA
Khosla Ventures Acquisition Co. III Class A Common Stock,KVSC
Kennedy-Wilson Holdings Inc. Common Stock,KW
Kingswood Acquisition Corp. Class A Common Stock,KWAC
Quaker Houghton Common Stock,KWR
Kaixin Auto Holdings Ordinary Shares,KXIN
Kymera Therapeutics Inc. Common Stock,KYMR
Kayne Anderson Energy Infrastructure Fund Inc.,KYN
Kazia Therapeutics Limited American Depositary Shares,KZIA
Kezar Life Sciences Inc. Common Stock,KZR
Loews Corporation Common Stock,L
Lakeshore Acquisition I Corp. Warrant,LAAAW
Landos Biopharma Inc. Common Stock,LABP
Lithium Americas Corp. Common Shares,LAC
Lithia Motors Inc. Common Stock,LAD
Ladder Capital Corp Class A Common Stock,LADR
LAIX Inc. American Depositary Shares each  representing one Class A Ordinary Share,LAIX
Lakeland Industries Inc. Common Stock,LAKE
Lamar Advertising Company Class A Common Stock,LAMR
Lancaster Colony Corporation Common Stock,LANC
Gladstone Land Corporation Common Stock,LAND
Gladstone Land Corporation 5.00% Series D Cumulative Term Preferred Stock,LANDM
Gladstone Land Corporation 6.00% Series B Cumulative Redeemable Preferred Stock,LANDO
Landmark Bancorp Inc. Common Stock,LARK
nLIGHT Inc. Common Stock,LASR
Laureate Education Inc. Common Stock,LAUR
CS Disco Inc. Common Stock,LAW
Lawson Products Inc. Common Stock,LAWS
8i Acquisition 2 Corp. Ordinary Shares,LAX
8i Acquisition 2 Corp. Rights,LAXXR
8i Acquisition 2 Corp. Unit,LAXXU
8i Acquisition 2 Corp. Warrant,LAXXW
Lazard LTD. Lazard LTD. Class A Common Stock,LAZ
Luminar Technologies Inc.  Class A Common Stock,LAZR
Lazydays Holdings Inc. Common Stock,LAZY
Lakeland Bancorp Inc. Common Stock,LBAI
Luther Burbank Corporation Common Stock,LBC
Longboard Pharmaceuticals Inc. Common Stock,LBPH
4D pharma plc American Depositary Shares,LBPS
4D pharma plc Warrant,LBPSW
Liberty Broadband Corporation Class A Common Stock,LBRDA
Liberty Broadband Corporation Class C Common Stock,LBRDK
Liberty Broadband Corporation Series A Cumulative Redeemable Preferred Stock,LBRDP
Liberty Oilfield Services Inc. Class A Common Stock,LBRT
Liberty Global plc Class A Ordinary Shares,LBTYA
Liberty Global plc Class B Ordinary Shares,LBTYB
Liberty Global plc Class C Ordinary Shares,LBTYK
LendingClub Corporation Common Stock,LC
Landcadia Holdings IV Inc. Class A Common Stock,LCA
L Catterton Asia Acquisition Corp Class A Ordinary Shares,LCAA
L Catterton Asia Acquisition Corp Units,LCAAU
L Catterton Asia Acquisition Corp Warrant,LCAAW
Landcadia Holdings IV Inc. Units,LCAHU
Lionheart Acquisition Corp. II Class A Common Stock,LCAP
Lionheart Acquisition Corp. II Unit,LCAPU
Lionheart Acquisition Corp. II Warrant,LCAPW
Lannett Co Inc Common Stock,LCI
Lucid Group Inc. Common Stock,LCID
LCI Industries,LCII
LCNB Corporation Common Stock,LCNB
Lineage Cell Therapeutics Inc. Common Stock,LCTX
Lifetime Brands Inc. Common Stock,LCUT
Learn CW Investment Corporation Class A Ordinary Shares,LCW
LDH Growth Corp I Units,LDHAU
loanDepot Inc. Class A Common Stock,LDI
Leidos Holdings Inc. Common Stock,LDOS
Cohen & Steers Limited Duration Preferred and Income Fund Inc.,LDP
Lands' End Inc. Common Stock,LE
Lear Corporation Common Stock,LEA
Ribbit LEAP Ltd. Class A Ordinary Shares,LEAP
Lincoln Electric Holdings Inc. Common Shares,LECO
SemiLEDS Corporation Common Stock,LEDS
Lee Enterprises Incorporated Common Stock,LEE
Leggett & Platt Incorporated Common Stock,LEG
Lead Edge Growth Opportunities Ltd Class A Ordinary Shares,LEGA
Lead Edge Growth Opportunities Ltd Warrant,LEGAW
Legacy Housing Corporation Common Stock (TX),LEGH
Legend Biotech Corporation American Depositary Shares,LEGN
Leju Holdings Limited American Depositary Shares each representing one Ordinary share,LEJU
Lennar Corporation Class A Common Stock,LEN
BNY Mellon Strategic Municipals Inc. Common Stock,LEO
Leslie's Inc. Common Stock,LESL
Centrus Energy Corp. Class A Common Stock,LEU
The Lion Electric Company Common Shares,LEV
Levi Strauss & Co Class A Common Stock,LEVI
Level One Bancorp Inc. Common Stock,LEVL
Lexaria Bioscience Corp. Common Stock,LEXX
Lexaria Bioscience Corp. Warrant,LEXXW
LF Capital Acquisition Corp. II Units,LFACU
China Life Insurance Company Limited American Depositary Shares,LFC
Archaea Energy Inc. Class A Common Stock,LFG
LifeMD Inc. Common Stock,LFMD
LifeMD Inc. 8.875% Series A Cumulative Perpetual Preferred Stock,LFMDP
LifeStance Health Group Inc. Common Stock,LFST
Lument Finance Trust Inc. Common Stock,LFT
Lefteris Acquisition Corp. Class A Common Stock,LFTR
Lefteris Acquisition Corp. Unit,LFTRU
Lefteris Acquisition Corp. Warrant,LFTRW
Littelfuse Inc. Common Stock,LFUS
Lifevantage Corporation Common Stock (Delaware),LFVN
Lazard Growth Acquisition Corp. I Ordinary Shares,LGAC
Lazard Growth Acquisition Corp. I Units,LGACU
Lazard Growth Acquisition Corp. I Warrants,LGACW
Lion Group Holding Ltd. American Depositary Share,LGHL
Lion Group Holding Ltd. Warrant,LGHLW
Lazard Global Total Return and Income Fund Common Stock,LGI
LGI Homes Inc. Common Stock,LGIH
LGL Group Inc. (The) Common Stock,LGL
Ligand Pharmaceuticals Incorporated Common Stock,LGND
Largo Inc. Common Shares,LGO
Semper Paratus Acquisition Corporation Unit,LGSTU
Legato Merger Corp. II Common Stock,LGTO
Legato Merger Corp. II Unit,LGTOU
Legato Merger Corp. II Warrants,LGTOW
Longview Acquisition Corp. II Class A Common Stock,LGV
LAMF Global Ventures Corp. I Unit,LGVCU
Longeveron Inc. Class A Common Stock,LGVN
Laboratory Corporation of America Holdings Common Stock,LH
Lerer Hippeau Acquisition Corp. Class A Common Stock,LHAA
Leo Holdings Corp. II Class A Ordinary Shares,LHC
LHC Group Common Stock,LHCG
Lucira Health Inc. Common Stock,LHDX
L3Harris Technologies Inc. Common Stock,LHX
Li Auto Inc. American Depositary Shares,LI
LianBio American Depositary Shares,LIAN
Li-Cycle Holdings Corp. Common Shares,LICY
AEye Inc. Class A Common Stock,LIDR
AEye Inc. Warrant,LIDRW
aTyr Pharma Inc. Common Stock,LIFE
Lennox International Inc. Common Stock,LII
Liberty Latin America Ltd. Class A Common Stock,LILA
Liberty Latin America Ltd. Class C Common Stock,LILAK
Lilium N.V. Class A Ordinary Shares,LILM
Lilium N.V. Warrants,LILMW
Linde plc Ordinary Share,LIN
Lincoln Educational Services Corporation Common Stock,LINC
Lindblad Expeditions Holdings Inc. Common Stock,LIND
Interlink Electronics Inc. Common Stock,LINK
Lionheart III Corp Class A Common Stock,LION
Lionheart III Corp Unit,LIONU
Lionheart III Corp Warrant,LIONW
LiqTech International Inc. Common Stock,LIQT
LightInTheBox Holding Co. Ltd. American Depositary Shares each representing 2 ordinary shares,LITB
Lumentum Holdings Inc. Common Stock,LITE
Snow Lake Resources Ltd. Common Shares,LITM
Logistics Innovation Technologies Corp. Class A Common Stock,LITT
Logistics Innovation Technologies Corp. Warrant,LITTW
Live Ventures Incorporated Common Stock,LIVE
LivaNova PLC Ordinary Shares,LIVN
Lixte Biotechnology Holdings Inc. Common Stock,LIXT
Lixte Biotechnology Holdings Inc. Warrants,LIXTW
LIZHI INC. American Depositary Shares,LIZI
LightJump Acquisition Corporation Common Stock,LJAQ
LightJump Acquisition Corporation Unit,LJAQU
La Jolla Pharmaceutical Company Common Stock (DE),LJPC
Luokung Technology Corp Ordinary Shares,LKCO
Lakeland Financial Corporation Common Stock,LKFN
LKQ Corporation Common Stock,LKQ
Lumber Liquidators Holdings Inc Common Stock,LL
JX Luxventure Limited Common Stock,LLL
Limelight Networks Inc. Common Stock,LLNW
Eli Lilly and Company Common Stock,LLY
Liberty Media Acquisition Corporation Series A Common Stock,LMACA
Liberty Media Acquisition Corporation Unit,LMACU
Liberty Media Acquisition Corporation Warrants,LMACW
LMF Acquisition Opportunities Inc. Class A common stock,LMAO
LMF Acquisition Opportunities Inc. Unit,LMAOU
LMF Acquisition Opportunities Inc. Warrant,LMAOW
LeMaitre Vascular Inc. Common Stock,LMAT
Limbach Holdings Inc. Common Stock,LMB
LumiraDx Limited Common Shares,LMDX
LumiraDx Limited Warrant,LMDXW
LM Funding America Inc. Common Stock,LMFA
Lemonade Inc. Common Stock,LMND
Liminal BioSciences Inc. Common Shares,LMNL
Limoneira Co Common Stock,LMNR
LMP Automotive Holdings Inc. Common Stock,LMPX
Limestone Bancorp Inc. Common Stock,LMST
Lockheed Martin Corporation Common Stock,LMT
Lincoln National Corporation Common Stock,LNC
Brasilagro Brazilian Agric Real Estate Co Sponsored ADR (Brazil),LND
Landec Corporation Common Stock (DE),LNDC
L&amp;F Acquisition Corp. Class A Ordinary Shares,LNFA
Cheniere Energy Inc. Common Stock,LNG
Lindsay Corporation Common Stock,LNN
LENSAR Inc. Common Stock,LNSR
Alliant Energy Corporation Common Stock,LNT
Lantheus Holdings Inc. Common Stock,LNTH
Manhattan Bridge Capital Inc,LOAN
Live Oak Bancshares Inc. Common Stock,LOB
Live Oak Crestview Climate Acquisition Corp. Class A Common Stock,LOCC
Local Bounti Corporation Common Stock,LOCL
El Pollo Loco Holdings Inc. Common Stock,LOCO
Comstock Mining Inc. Common Stock,LODE
LogicBio Therapeutics Inc. Common Stock,LOGC
Logitech International S.A. Ordinary Shares,LOGI
Live Oak Mobility Acquisition Corp. Class A Common Stock,LOKM
Loma Negra Compania Industrial Argentina Sociedad Anonima ADS,LOMA
Loop Industries Inc. Common Stock,LOOP
Grand Canyon Education Inc. Common Stock,LOPE
CarLotz Inc. Class A Common Stock,LOTZ
CarLotz Inc. Warrant,LOTZW
Spark Networks Inc. American Depositary Shares (each representing one-tenth of an Ordinary Share),LOV
The Lovesac Company Common Stock,LOVE
Lowe's Companies Inc. Common Stock,LOW
Lipocine Inc. Common Stock,LPCN
Dorian LPG Ltd. Common Stock,LPG
Laredo Petroleum Inc. Common Stock,LPI
LG Display Co Ltd AMERICAN DEPOSITORY SHARES,LPL
LPL Financial Holdings Inc. Common Stock,LPLA
Open Lending Corporation Class A Common Stock,LPRO
LivePerson Inc. Common Stock,LPSN
LightPath Technologies Inc. Class A Common Stock,LPTH
Leap Therapeutics Inc. Common Stock,LPTX
Louisiana-Pacific Corporation Common Stock,LPX
Liquidia Corporation Common Stock,LQDA
Liquidity Services Inc. Common Stock,LQDT
Lam Research Corporation Common Stock,LRCX
Logan Ridge Finance Corporation Common Stock,LRFC
Larimar Therapeutics Inc. Common Stock,LRMR
Stride Inc. Common Stock,LRN
Lake Shore Bancorp Inc. Common Stock,LSBK
Lattice Semiconductor Corporation Common Stock,LSCC
Landsea Homes Corporation Common Stock,LSEA
Landsea Homes Corporation Warrant,LSEAW
Laird Superfood Inc. Common Stock,LSF
Life Storage Inc. Common Stock,LSI
Lightspeed Commerce Inc. Subordinate Voting Shares,LSPD
Larkspur Health Acquisition Corp. Unit,LSPRU
Landstar System Inc. Common Stock,LSTR
Liberty Media Corporation Series A Liberty SiriusXM Common Stock,LSXMA
Liberty Media Corporation Series C Liberty SiriusXM Common Stock,LSXMK
Lightbridge Corporation Common Stock,LTBR
LTC Properties Inc. Common Stock,LTC
Latch Inc. Common Stock,LTCH
Latch Inc. Warrant expiring 6/4/2026,LTCHW
Life Time Group Holdings Inc. Common Stock,LTH
Livent Corporation Common Stock,LTHM
Lantern Pharma Inc. Common Stock,LTRN
Liberty TripAdvisor Holdings Inc. Series A Common Stock,LTRPA
Liberty TripAdvisor Holdings Inc. Series B Common Stock,LTRPB
Lantronix Inc. Common Stock,LTRX
Lottery.com Inc. Common Stock,LTRY
Lottery.com Inc. Warrants,LTRYW
Lufax Holding Ltd American Depositary Shares two of which representing one Ordinary Share,LU
Luby's Inc. Common Stock,LUB
Lucid Diagnostics Inc. Common Stock,LUCD
lululemon athletica inc. Common Stock,LULU
Lumen Technologies Inc. Common Stock,LUMN
Lumos Pharma Inc. Common Stock,LUMO
Luna Innovations Incorporated Common Stock,LUNA
Pulmonx Corporation Common Stock,LUNG
Southwest Airlines Company Common Stock,LUV
Lux Health Tech Acquisition Corp. Class A Common Stock,LUXA
Lux Health Tech Acquisition Corp. Units,LUXAU
Lux Health Tech Acquisition Corp. Warrants,LUXAW
LAVA Medtech Acquisition Corp. Class A Common Stock,LVAC
LAVA Medtech Acquisition Corp. Unit,LVACU
LAVA Medtech Acquisition Corp. Warrants,LVACW
Lulu's Fashion Lounge Holdings Inc. Common Stock,LVLU
LiveOne Inc. Common Stock,LVO
LiveVox Holding Inc. Class A Common Stock,LVOX
LiveVox Holding Inc. Unit,LVOXU
LiveVox Holding Inc. Warrant,LVOXW
Levere Holdings Corp. Class A Ordinary Shares,LVRA
Levere Holdings Corp. Warrant,LVRAW
Las Vegas Sands Corp. Common Stock,LVS
LAVA Therapeutics N.V. Ordinary Shares,LVTX
Lamb Weston Holdings Inc. Common Stock ,LW
Lifeway Foods Inc. Common Stock,LWAY
Lightwave Logic Inc. Common Stock,LWLG
LexinFintech Holdings Ltd. American Depositary Shares,LX
Lixiang Education Holding Co. Ltd. American Depositary Shares,LXEH
Luxfer Holdings PLC Ordinary Shares,LXFR
LXP Industrial Trust Common Stock (Maryland REIT),LXP
LXP Industrial Trust 6.5% Series C Cumulative Convertible Preferred Stock,LXP^C
Lexicon Pharmaceuticals Inc. Common Stock,LXRX
LSB Industries Inc. Common Stock,LXU
LyondellBasell Industries NV Ordinary Shares Class A (Netherlands),LYB
Lyell Immunopharma Inc. Common Stock,LYEL
Lyft Inc. Class A Common Stock,LYFT
Lloyds Banking Group Plc American Depositary Shares,LYG
Dragon Victory International Limited Ordinary Shares,LYL
Loyalty Ventures Inc. Common Stock,LYLT
Lyra Therapeutics Inc. Common Stock,LYRA
LSI Industries Inc. Common Stock,LYTS
Live Nation Entertainment Inc. Common Stock,LYV
LegalZoom.com Inc. Common Stock,LZ
La-Z-Boy Incorporated Common Stock,LZB
Macy's Inc Common Stock,M
Mastercard Incorporated Common Stock,MA
Mid-America Apartment Communities Inc. Common Stock,MAA
Mid-America Apartment Communities Inc. 8.50% Series I Cumulative Redeemable Preferred Stock,MAA^I
Mana Capital Acquisition Corp. Unit,MAAQU
Macerich Company (The) Common Stock,MAC
Moringa Acquisition Corp Class A Ordinary Shares,MACA
Moringa Acquisition Corp Units,MACAU
Moringa Acquisition Corp Warrant,MACAW
Mission Advancement Corp. Class A Common Stock,MACC
Merrimack Pharmaceuticals Inc. Common Stock,MACK
Mallard Acquisition Corp. Common stock,MACU
Mallard Acquisition Corp. Unit,MACUU
Mallard Acquisition Corp. Warrant,MACUW
MAG Silver Corporation Ordinary Shares,MAG
Main Street Capital Corporation Common Stock,MAIN
ManpowerGroup Common Stock,MAN
Manhattan Associates Inc. Common Stock,MANH
ManTech International Corporation Common Stock $0.01 Par Value,MANT
Manchester United Ltd. Class A Ordinary Shares,MANU
WM Technology Inc. Class A Common Stock ,MAPS
WM Technology Inc. Warrants ,MAPSW
Maquia Capital Acquisition Corporation Class A Common Stock,MAQC
Maquia Capital Acquisition Corporation Warrant,MAQCW
Marriott International Class A Common Stock,MAR
Marathon Digital Holdings Inc. Common Stock,MARA
Remark Holdings Inc. Common Stock,MARK
Marine Petroleum Trust Units of Beneficial Interest,MARPS
Masco Corporation Common Stock,MAS
Masimo Corporation Common Stock,MASI
908 Devices Inc. Common Stock,MASS
Mattel Inc. Common Stock,MAT
Matthews International Corporation Class A Common Stock,MATW
Matson Inc. Common Stock,MATX
Pioneer Municipal High Income Advantage Fund Inc.,MAV
MediaAlpha Inc. Class A Common Stock,MAX
Maxeon Solar Technologies Ltd. Ordinary Shares,MAXN
Maxar Technologies Inc.,MAXR
J. W. Mays Inc. Common Stock,MAYS
M3-Brigade Acquisition II Corp. Class A Common Stock,MBAC
Middlefield Banc Corp. Common Stock,MBCN
MBIA Inc. Common Stock,MBI
Marrone Bio Innovations Inc. Common Stock,MBII
Merchants Bancorp Common Stock,MBIN
Merchants Bancorp Depositary Shares Preferred Series C,MBINN
